


whisper '/Users/jzhang/Downloads/慧灯禅修课49 住动觉三要修法（临时版）.mp4' --model turbo

jzhang@jzhangs-MacBook-Pro tmp2 % whisper '/Users/jzhang/Downloads/慧灯禅修课49 住动觉三要修法（临时版）.mp4' --model turbo
100%|█████████████████████████████████████| 1.51G/1.51G [03:59<00:00, 6.75MiB/s]
[43:37.660 --> 43:40.400] 然后我们的心里就就产生了智慧
[43:40.400 --> 43:42.800] 这个智慧是有穿透力的啊
[43:42.800 --> 43:44.040] 他直接就看到了
[43:44.040 --> 43:45.940] 他的这个本心啊
[43:45.940 --> 43:47.760] 所以啊
[43:47.760 --> 43:49.540] 这个时候呢
[43:49.540 --> 43:53.040] 就是这个时候呢
[43:53.040 --> 43:55.880] 我们就是一定会发现
[43:55.880 --> 43:59.740] 这个加星的重要性
[43:59.740 --> 44:01.540] 这个加星的重要性
[44:01.540 --> 44:03.340] 所以这个时候呢
[44:03.340 --> 44:05.540] 你一看啊
[44:05.540 --> 44:07.320] 如果永远都看不到
[44:07.320 --> 44:08.340] 他的这个本心
[44:08.340 --> 44:09.720] 那也没有办法的啊
[44:09.720 --> 44:10.920] 这个怎么用功啊
[44:10.920 --> 44:12.200] 用功也没有用啊
[44:12.200 --> 44:12.940] 用功呢
[44:12.940 --> 44:15.620] 每一次看到的都是这个标面的啊
[44:15.620 --> 44:17.920] 现在有一个烦恼期来了啊
[44:17.920 --> 44:19.320] 现在有消失了
[44:19.320 --> 44:20.520] 现在有期来了
[44:20.520 --> 44:23.060] 那这不就是世俗的这个层面吗
[44:23.060 --> 44:24.800] 这个指导有什么用呢啊
[44:24.800 --> 44:28.640] 顶夺就是心能够静下来啊
[44:28.640 --> 44:30.200] 仅此而已啊
[44:30.200 --> 44:33.680] 所以就是看不到这个这个奔治啊
[44:33.680 --> 44:35.320] 念头的奔治看不到的
[44:35.320 --> 44:36.660] 那这个时候呢
[44:36.660 --> 44:38.520] 如果具备了这条件的话
[44:38.520 --> 44:40.320] 那你这么这么一看啊
[44:40.320 --> 44:44.000] 立即就是看到了他的核心的部分了啊
[44:44.000 --> 44:46.640] 看到的不是这些标面的啊
[44:46.640 --> 44:48.520] 就直接看到他的本心
[44:48.520 --> 44:51.880] 扁啊
[44:51.880 --> 44:53.800] 能料直啊
[44:53.800 --> 44:55.720] 虽然中中现象啊
[44:55.720 --> 44:57.040] 各种各样的念头啊
[44:57.040 --> 44:58.560] 各种各样的念头都出来
[44:58.560 --> 44:59.800] 但是呢
[44:59.800 --> 45:03.700] 这个时候就看到了他的本心了啊
[45:03.700 --> 45:07.560] 那然其体性啊
[45:07.560 --> 45:09.040] 他的本体啊
[45:09.040 --> 45:10.940] 他的本体是什么呢
[45:10.940 --> 45:12.180] 他的本体啊
[45:12.180 --> 45:14.780] 现在这个地方已经说得非常清楚了
[45:14.780 --> 45:15.760] 大家一定要
[45:15.760 --> 45:16.880] 一定要记住啊
[45:16.880 --> 45:18.460] 他的本体呢
[45:18.460 --> 45:20.640] 就是我们之前也讲过啊
[45:20.640 --> 45:23.240] 就是一无所有啊
[45:23.240 --> 45:25.840] 也就是这个六族会能讲的
[45:25.840 --> 45:28.720] 本来物一物啊
[45:28.720 --> 45:31.260] 就这么几个字大家知道啊
[45:31.260 --> 45:33.620] 如果你这个这个时候呢
[45:33.620 --> 45:37.800] 你感觉到了这个本来物一物啊
[45:37.800 --> 45:40.760] 当然念头是标面的现象是有啊
[45:40.760 --> 45:42.300] 无数的念头出来了
[45:42.300 --> 45:43.740] 无数的念头
[45:43.740 --> 45:46.220] 乍念是漫天的飞啊
[45:46.220 --> 45:49.260] 但是你一看他的奔治的时候呢
[45:49.260 --> 45:49.560] 啊
[45:49.560 --> 45:52.480] 虽然他在标面上是漫天飞
[45:52.480 --> 45:54.620] 但是他是没有本质的
[45:54.620 --> 45:56.020] 他的本质啊
[45:56.020 --> 45:59.020] 就是这个本来啊
[45:59.020 --> 46:00.280] 无有无
[46:00.280 --> 46:02.020] 一个东西啊
[46:02.020 --> 46:04.240] 任何一个东西都不成立
[46:04.240 --> 46:05.460] 所以就是说
[46:05.460 --> 46:07.760] 无所成立啊
[46:07.760 --> 46:08.860] 无所成立
[46:08.860 --> 46:10.860] 亦无所有啊
[46:10.860 --> 46:12.800] 本来物一无
[46:12.800 --> 46:14.740] 那这都是都是一个意思啊
[46:14.740 --> 46:17.220] 那这个时候呢
[46:17.220 --> 46:19.080] 就是你看着他的时候呢
[46:19.080 --> 46:21.820] 就一个非常奇怪的现象
[46:21.820 --> 46:23.000] 念头可以有
[46:23.000 --> 46:24.360] 念头可以有啊
[46:24.360 --> 46:26.500] 但他就是一个空心啊
[46:26.500 --> 46:28.060] 这不懂的人呢
[46:28.060 --> 46:30.260] 听起来这矛盾啊
[46:30.260 --> 46:31.540] 矛盾啊怎么理解
[46:31.540 --> 46:32.600] 没办法理解啊
[46:32.600 --> 46:32.820] 嗯
[46:32.820 --> 46:35.800] 但是有失修的人啊
[46:35.800 --> 46:37.380] 大家都知道的
[46:37.380 --> 46:38.020] 所以呢
[46:38.020 --> 46:39.760] 那这些是
[46:39.760 --> 46:42.400] 这些就是
[46:42.400 --> 46:46.260] 这些就是失修的人的行类的话啊
[46:46.260 --> 46:47.740] 就是外行的人是
[46:47.740 --> 46:49.500] 外行不就看热闹吗
[46:49.500 --> 46:50.980] 就挺不明白的啊
[46:50.980 --> 46:51.540] 永远都
[46:51.540 --> 46:53.960] 永远都挺不明白的啊
[46:53.960 --> 46:54.460] 所以呢
[46:54.460 --> 46:56.560] 就是外行就看热闹啊
[46:56.560 --> 46:57.540] 你给他讲个什么
[46:57.540 --> 46:58.280] 中观啊
[46:58.280 --> 47:00.080] 这就就就觉得很
[47:00.080 --> 47:01.680] 很有意义啊
[47:01.680 --> 47:02.860] 但是呢
[47:02.860 --> 47:04.120] 内行啊
[47:04.120 --> 47:05.920] 也就是是失修的人
[47:05.920 --> 47:07.380] 他就知道啊
[47:07.380 --> 47:08.380] 这两个不矛盾
[47:08.380 --> 47:10.700] 我的念头现在在起
[47:10.700 --> 47:11.280] 啊
[47:11.280 --> 47:13.100] 但是我这么一看啊
[47:13.100 --> 47:14.940] 他正在亲念头的时候
[47:14.940 --> 47:16.380] 我看到他是啊
[47:16.380 --> 47:18.260] 无所成立
[47:18.260 --> 47:20.180] 一无所有啊
[47:20.180 --> 47:21.860] 本来无一无
[47:21.860 --> 47:24.020] 所有的这些东西啊
[47:24.020 --> 47:25.520] 这个念头里面
[47:25.520 --> 47:27.180] 我就感觉到了啊
[47:27.180 --> 47:29.520] 就这么一个念头出来的时候呢
[47:29.520 --> 47:31.340] 这个念头当中啊
[47:31.340 --> 47:33.700] 我就深深的体会到
[47:33.700 --> 47:35.580] 灰能大师讲的
[47:35.580 --> 47:37.600] 本来无一无啊
[47:37.600 --> 47:39.300] 深深的体会到了
[47:39.300 --> 47:40.840] 麦彭仁波切讲的
[47:40.840 --> 47:43.200] 无所成立啊
[47:43.200 --> 47:44.140] 无所成立
[47:44.140 --> 47:46.140] 深深的体会到
[47:46.140 --> 47:47.980] 一无所有
[47:47.980 --> 47:48.480] 哎
[47:48.480 --> 47:50.280] 这个时候啊
[47:50.280 --> 47:52.340] 你们就成啊
[47:52.340 --> 47:54.300] 你们就争悟了
[47:54.300 --> 47:55.520] 争悟了
[47:55.520 --> 47:57.060] 这叫做干无
[47:57.060 --> 47:59.080] 我们之前讲的啊
[47:59.080 --> 47:59.540] 节无
[47:59.540 --> 48:00.200] 干无
[48:00.200 --> 48:01.720] 正无里面的啊
[48:01.720 --> 48:03.420] 感觉上啊
[48:03.420 --> 48:04.840] 就是体会到了
[48:04.840 --> 48:05.300] 哎
[48:05.300 --> 48:07.240] 这就是无啊
[48:07.240 --> 48:08.060] 所以呢我们
[48:08.060 --> 48:11.120] 这一次的所有的无啊
[48:11.120 --> 48:13.920] 就停留在一个字上面啊
[48:13.920 --> 48:15.360] 就空这个字上面
[48:15.360 --> 48:16.280] 空啊
[48:16.280 --> 48:17.260] 如果
[48:17.260 --> 48:18.940] 如果啊
[48:18.940 --> 48:21.840] 就是没有照到这个空啊
[48:21.840 --> 48:23.100] 比如说一个念头
[48:23.100 --> 48:26.420] 不管他正正在诞生的时候啊
[48:26.420 --> 48:29.420] 他是非常非常活跃的时候也好啊
[48:29.420 --> 48:32.840] 或者是他非常平静的时候也好
[48:32.840 --> 48:34.020] 在任何一个时候
[48:34.020 --> 48:36.380] 如果啊
[48:36.380 --> 48:40.260] 如果你没有感觉到这个空这个字啊
[48:40.260 --> 48:42.980] 失去了这个空这个字啊
[48:42.980 --> 48:45.640] 哪怕是再平静也好啊
[48:45.640 --> 48:47.140] 再平静也好啊
[48:47.140 --> 48:49.000] 再什么光明也好啊
[48:49.000 --> 48:51.140] 都是没有用的啊
[48:51.140 --> 48:52.480] 都是没有用的啊
[48:52.480 --> 48:55.360] 这个就是禅宗讲的落空啊
[48:55.360 --> 48:55.760] 啊
[48:55.760 --> 48:56.440] 然后大院门
[48:56.440 --> 48:57.360] 大手印都讲
[48:57.360 --> 48:59.080] 他们讲的都是一模一样的
[48:59.080 --> 49:00.440] 所以呢
[49:00.440 --> 49:03.540] 落空的这个空这个字啊
[49:03.540 --> 49:06.460] 跟我们这个空心事不是一个意思啊
[49:06.460 --> 49:08.240] 落空的空是什么意思呢
[49:08.240 --> 49:10.380] 落空是就没有什么念头
[49:10.380 --> 49:11.320] 就这意思啊
[49:11.320 --> 49:12.280] 没有什么念头
[49:12.280 --> 49:13.960] 比如说我们啊
[49:13.960 --> 49:15.260] 这本书啊
[49:15.260 --> 49:17.500] 从这个桌子上面啊
[49:17.500 --> 49:18.960] 一开了以后呢
[49:18.960 --> 49:20.920] 你看这个桌子上面是空的
[49:20.920 --> 49:22.780] 大家会这么讲啊
[49:22.780 --> 49:25.180] 这个落空的空就是这种空啊
[49:25.180 --> 49:26.080] 这种空
[49:26.080 --> 49:28.480] 然后我们现在讲的这个空呢
[49:28.480 --> 49:31.060] 这本书它一开不一开都不重要
[49:31.060 --> 49:32.840] 它本身就是啊
[49:32.840 --> 49:35.240] 空的这叫做自空啊
[49:35.240 --> 49:36.160] 这叫做自空
[49:36.160 --> 49:37.780] 它自己本身就是空的
[49:37.780 --> 49:41.200] 所以就这么一个一个一个一个一个一个一个区别
[49:41.200 --> 49:42.360] 所以呢
[49:42.360 --> 49:43.440] 这个时候啊
[49:43.440 --> 49:44.800] 方法很简单啊
[49:44.800 --> 49:45.900] 就这么静下来
[49:45.900 --> 49:47.380] 我们的心啊
[49:47.380 --> 49:48.560] 是不是要归零呢
[49:48.560 --> 49:49.440] 不用归零啊
[49:49.440 --> 49:50.900] 这个里面有一个不一样的
[49:50.900 --> 49:52.880] 平时我们修的时候
[49:52.880 --> 49:54.080] 就是让它归零
[49:54.080 --> 49:55.160] 先到这个
[49:55.160 --> 49:56.000] 机制
[49:56.000 --> 49:57.040] 然后再去看
[49:57.040 --> 49:57.860] 不是这样子吗
[49:57.860 --> 49:59.320] 现在不是啊
[49:59.320 --> 49:59.820] 这个不是
[49:59.820 --> 50:00.760] 你不用归零
[50:00.760 --> 50:01.380] 它是
[50:01.380 --> 50:02.300] 它的状态
[50:02.300 --> 50:03.300] 现在是什么样子
[50:03.300 --> 50:04.640] 就什么样子啊
[50:04.640 --> 50:04.900] 就
[50:04.900 --> 50:05.440] 就
[50:05.440 --> 50:05.940] 就
[50:05.940 --> 50:06.140] 就
[50:06.140 --> 50:06.780] 无外乎
[50:06.780 --> 50:07.860] 就两个啊
[50:07.860 --> 50:08.360] 不会
[50:08.360 --> 50:09.000] 刚才讲了
[50:09.000 --> 50:10.200] 不会第三第四啊
[50:10.200 --> 50:11.080] 要不然呢
[50:11.080 --> 50:12.760] 它就是一个动态啊
[50:12.760 --> 50:13.620] 那动态
[50:13.620 --> 50:15.520] 直接就看动态啊
[50:15.520 --> 50:16.160] 不要
[50:16.160 --> 50:18.040] 不要要求它静下来
[50:18.040 --> 50:18.940] 就直接看
[50:18.940 --> 50:20.300] 直接看
[50:20.300 --> 50:21.600] 我就这么静下来看
[50:21.600 --> 50:22.800] 看的时候呢
[50:22.800 --> 50:23.540] 它在懂
[50:23.540 --> 50:24.800] 但是呢
[50:24.800 --> 50:27.300] 这个动态的这个东西呢
[50:27.300 --> 50:28.280] 我就发现
[50:28.280 --> 50:30.380] 它是一个根本不存在的东西啊
[50:30.380 --> 50:32.600] 这个刚才就讲了啊
[50:32.600 --> 50:33.120] 这个就是
[50:33.120 --> 50:35.580] 没有实修的人啊
[50:35.580 --> 50:37.840] 它永远都理解不了这个啊
[50:37.840 --> 50:39.640] 这这两个是矛盾的
[50:39.640 --> 50:40.980] 如果这个东西呢
[50:40.980 --> 50:42.740] 放在我们任何一个哲学
[50:42.740 --> 50:44.660] 任何一个逻辑里面啊
[50:44.660 --> 50:46.180] 那都是不可能的
[50:46.180 --> 50:46.820] 矛盾的
[50:46.820 --> 50:47.340] 你这个
[50:47.340 --> 50:49.160] 你说它在懂啊
[50:49.160 --> 50:51.120] 你说它是一无所有
[50:51.120 --> 50:52.020] 那一无所有
[50:52.020 --> 50:53.440] 懂什么东西呢
[50:53.440 --> 50:57.520] 如果它有一个什么东西在动啊
[50:57.520 --> 50:58.320] 那这不就是
[50:58.320 --> 50:59.600] 不是一无所有啊
[50:59.600 --> 51:00.700] 这不就有了吗
[51:00.700 --> 51:02.680] 是这种感觉啊
[51:02.680 --> 51:04.020] 是这个呢
[51:04.020 --> 51:06.440] 就是我们平时讲的这个啊
[51:06.440 --> 51:08.220] 这个二敌啊
[51:08.220 --> 51:09.860] 生意敌和世俗敌的
[51:09.860 --> 51:11.080] 二敌双云
[51:11.080 --> 51:12.360] 限控无别
[51:12.360 --> 51:13.500] 二敌无别
[51:13.500 --> 51:14.980] 就这个就无别啊
[51:14.980 --> 51:16.140] 你现在自己就无
[51:16.140 --> 51:18.600] 体会到了这个无别了啊
[51:18.600 --> 51:19.680] 无别了
[51:19.680 --> 51:20.820] 所以就是外行
[51:20.820 --> 51:21.700] 我刚才讲了
[51:21.700 --> 51:23.220] 就是不懂啊
[51:23.220 --> 51:23.860] 不懂
[51:23.860 --> 51:25.000] 他觉得这两个是
[51:25.000 --> 51:26.800] 这两个是矛盾啊
[51:26.800 --> 51:28.220] 这两个是不可能的
[51:28.220 --> 51:29.700] 但是呢
[51:29.700 --> 51:31.600] 那就是啊
[51:31.600 --> 51:34.060] 这个实修的人就知道了啊
[51:34.060 --> 51:35.240] 那么这是一个啊
[51:35.240 --> 51:36.400] 还有一个呢
[51:36.400 --> 51:37.940] 如果我这么一观察的时候
[51:37.940 --> 51:38.760] 他也许根本
[51:38.760 --> 51:40.180] 他一看的时候
[51:40.180 --> 51:42.800] 他自己是一个非常平静的状态啊
[51:42.800 --> 51:43.640] 那可以
[51:43.640 --> 51:45.940] 你去看这个平静的状态啊
[51:45.940 --> 51:48.260] 一看那这个平静的状态呢
[51:48.260 --> 51:49.460] 那就是这个
[51:49.460 --> 51:51.120] 完全是啊
[51:51.120 --> 51:53.560] 跟这个外面的虚空啊
[51:53.560 --> 51:55.920] 是一模一样的啊
[51:55.920 --> 51:57.420] 一模一样的
[51:57.420 --> 51:58.020] 所以呢
[51:58.020 --> 51:59.660] 那这个时候呢
[51:59.660 --> 52:01.780] 你就深深地体会到啊
[52:01.780 --> 52:02.860] 这个就更容易了
[52:02.860 --> 52:04.300] 他本来就很平静啊
[52:04.300 --> 52:05.560] 然后平静的东西
[52:05.560 --> 52:06.440] 你看啊
[52:06.440 --> 52:08.860] 他不仅仅是个平静啊
[52:08.860 --> 52:09.200] 啊
[52:09.200 --> 52:11.800] 就是立即就非常的非常
[52:11.800 --> 52:14.180] 深刻的体会到啊
[52:14.180 --> 52:14.940] 体会到啊
[52:14.940 --> 52:16.320] 这个静
[52:16.320 --> 52:18.700] 实际上也没有什么
[52:18.700 --> 52:19.380] 呃
[52:19.380 --> 52:20.620] 没有什么东西
[52:20.620 --> 52:21.320] 静啊
[52:21.320 --> 52:22.140] 实际上就是
[52:22.140 --> 52:22.740] 呃
[52:22.740 --> 52:24.940] 一片虚空一样的空啊
[52:24.940 --> 52:25.540] 空
[52:25.540 --> 52:26.000] 那么
[52:26.000 --> 52:27.980] 这也就整污了
[52:27.980 --> 52:28.240] 哎
[52:28.240 --> 52:29.880] 如果这个感觉到了
[52:29.880 --> 52:31.260] 这就整污了啊
[52:31.260 --> 52:32.740] 呃
[52:32.740 --> 52:34.700] 荡直啊
[52:34.700 --> 52:36.300] 此处空心
[52:36.300 --> 52:37.540] 啊
[52:37.540 --> 52:38.800] 我们这个地方讲的
[52:38.800 --> 52:39.820] 这个空心啊
[52:39.820 --> 52:40.920] 这个空心呢
[52:40.920 --> 52:45.180] 它并非犹如虚空之断空啊
[52:45.180 --> 52:46.820] 有一个叫做断空啊
[52:46.820 --> 52:48.120] 断空是什么呢
[52:48.120 --> 52:49.480] 断空就是这个
[52:49.480 --> 52:50.320] 这个这个这个
[52:50.320 --> 52:51.700] 这个断就是长
[52:51.700 --> 52:53.760] 长剑和断剑啊
[52:53.760 --> 52:54.960] 断空比如说
[52:54.960 --> 52:56.560] 之前某一个东西在啊
[52:56.560 --> 52:57.640] 现在完全消失了
[52:57.640 --> 52:58.260] 不存在了
[52:58.260 --> 53:00.520] 这就叫做这个断空啊
[53:00.520 --> 53:01.520] 还有一个呢
[53:01.520 --> 53:01.980] 比如说
[53:01.980 --> 53:04.980] 他比如说外面的这个虚空啊
[53:04.980 --> 53:09.700] 我们平时就是用这个虚空来做比喻啊
[53:09.700 --> 53:10.380] 但是呢
[53:10.380 --> 53:12.820] 我们的内心跟虚空还是不一样的
[53:12.820 --> 53:13.840] 内心呢
[53:13.840 --> 53:14.800] 它虽然是
[53:14.800 --> 53:17.180] 只是从空的角度来讲
[53:17.180 --> 53:17.600] 呃
[53:17.600 --> 53:19.820] 当然跟这个外面的虚空是一样的
[53:19.820 --> 53:20.400] 但是呢
[53:20.400 --> 53:21.700] 虚空啊
[53:21.700 --> 53:23.560] 它没有光明的这个部分啊
[53:23.560 --> 53:23.780] 啊
[53:23.780 --> 53:26.000] 我们的心是有光明的部分啊
[53:26.000 --> 53:27.060] 什么叫光明呢
[53:27.060 --> 53:29.520] 比如说你现在这么一静下来了以后呢
[53:29.520 --> 53:30.400] 你就不知
[53:30.400 --> 53:32.020] 不就是非常清楚的
[53:32.020 --> 53:33.980] 知道了这个空吗
[53:33.980 --> 53:36.100] 那你这个时候看看谁才知道啊
[53:36.100 --> 53:37.420] 知道的是谁啊
[53:37.420 --> 53:39.920] 谁才感受这个空啊
[53:39.920 --> 53:42.040] 这有一个东西在感受空啊
[53:42.040 --> 53:43.580] 那这就叫做啊
[53:43.580 --> 53:45.640] 这就叫做明啊
[53:45.640 --> 53:47.820] 这个是非常有意义的啊
[53:47.820 --> 53:50.420] 这个其实这个是不能这么随便讲的啊
[53:50.420 --> 53:51.960] 但是我们这次呢
[53:51.960 --> 53:52.860] 还是终点
[53:52.860 --> 53:54.840] 还是讲这个空啊
[53:54.840 --> 53:55.160] 大家
[53:55.160 --> 53:58.260] 大家主要就是就就就就就就就就
[53:58.260 --> 53:58.800] 就就就就就就就就就
[53:58.800 --> 53:59.740] 做中这个啊
[53:59.740 --> 54:01.600] 这个空啊
[54:01.600 --> 54:02.960] 那没办法某些讲了
[54:02.960 --> 54:06.900] 我们的心难道就是一个这样子的短空啊
[54:06.900 --> 54:07.700] 一无所有
[54:07.700 --> 54:08.640] 刚才不就讲了
[54:08.640 --> 54:09.640] 本来无一无
[54:09.640 --> 54:11.020] 是不是什么都没有了呢
[54:11.020 --> 54:12.340] 他也就说了
[54:12.340 --> 54:13.660] 也不是什么都没有啊
[54:13.660 --> 54:15.280] 那还有什么呢
[54:15.280 --> 54:16.280] 二是载
[54:16.280 --> 54:17.480] 辩知
[54:17.480 --> 54:17.520] 辩知
[54:17.520 --> 54:18.820] 辩觉
[54:18.820 --> 54:19.660] 辩知
[54:19.660 --> 54:21.960] 明分啊
[54:21.960 --> 54:24.020] 明分是什么意思啊
[54:24.020 --> 54:26.840] 明分是光明的部分
[54:26.840 --> 54:27.700] 这个意思啊
[54:27.700 --> 54:29.560] 这四个词的意思啊
[54:29.560 --> 54:31.060] 光明的部分
[54:31.060 --> 54:32.760] 光明的部分啊
[54:32.760 --> 54:34.920] 我们的心可以分两个部分
[54:34.920 --> 54:36.640] 一个是光明的部分
[54:36.640 --> 54:38.960] 一个是虚空空性的部分
[54:38.960 --> 54:39.580] 哎
[54:39.580 --> 54:40.700] 然后呢
[54:40.700 --> 54:41.740] 空性的部分
[54:41.740 --> 54:42.940] 这叫做空分
[54:42.940 --> 54:44.640] 空分啊
[54:44.640 --> 54:45.660] 光明的部分
[54:45.660 --> 54:47.900] 这个叫做明分啊
[54:47.900 --> 54:50.840] 实际上这个明分和这个空分
[54:50.840 --> 54:53.480] 这是这是我们语言标达的时候
[54:53.480 --> 54:54.980] 把它拆开了啊
[54:54.980 --> 54:56.680] 实际上这两个是一个东西
[54:56.680 --> 54:58.240] 永远都没办法拆开
[54:58.240 --> 54:59.640] 明就是空
[54:59.640 --> 55:00.380] 空就是明
[55:00.380 --> 55:01.140] 你不就
[55:01.140 --> 55:02.600] 你比如说刚才你不就是
[55:02.600 --> 55:04.040] 你这样子大做的时候
[55:04.040 --> 55:05.380] 你不就感觉到空吗
[55:05.380 --> 55:07.620] 那这个时候就感觉到空
[55:07.620 --> 55:09.260] 空谁感觉到的呀
[55:09.260 --> 55:09.540] 啊
[55:09.540 --> 55:12.260] 这个就叫做明啊
[55:12.260 --> 55:12.520] 啊
[55:12.520 --> 55:13.460] 知道了吧
[55:13.460 --> 55:14.800] 对啊
[55:14.800 --> 55:15.680] 这个叫做空
[55:15.680 --> 55:16.740] 这个叫明啊
[55:16.740 --> 55:20.400] 但是其实这个稍微造了一点点啊
[55:20.400 --> 55:21.840] 现在但是这个语言
[55:21.840 --> 55:23.540] 这个文字里面是怎么写的
[55:23.540 --> 55:24.940] 就只能这样子讲了啊
